Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['hotel security', 'site management', 'operating strategies']","['-rsb- cctv systems', 'security -rsb- cctv', 'help lodging establishments', 'lodging establishments accomplish', 'observing staff interactions', '-lsb- hotel security', 'hotel security -rsb-', '-rsb- cctv', '-lsb- hotel', 'security -rsb-', 'cctv systems', 'help lodging', 'establishments accomplish', 'deterring criminals', 'observing staff', 'staff interactions', 'cctv system designs', 'cctv', '-lsb-', '-rsb-', 'hotel security', 'overall hotel security', 'hotel security plan', 'hotel', 'security', 'system', 'eyes', 'help', 'lodging', 'establishments', 'accomplish', 'range', 'objectives', 'deterring', 'criminals', 'observing', 'staff', 'interactions', 'clientele', 'overall hotel', 'security plan', 'new hotel properties', 'arise', 'new hotel', 'hotel properties', 'security realities', 'security standards', 'properly integrated', 'system designs', 'problems arise', 'site management', 'pitfalls', 'properly', 'integrated', 'overall', 'plan', 'professionals designing', 'including architects', 'construction engineers', 'operating strategies', 'designs', 'new', 'properties', 'sophisticated', 'complicated', 'costly', 'consideration', 'realities', 'site', 'management', 'standards', 'integrators', 'designing', 'problems', 'professionals', 'installing', 'including', 'architects', 'construction', 'engineers', 'consultants', 'familiar', 'operating', 'strategies']",0.03571428571428571,1.0,0.0689655172413793,3,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675996322923689,0.047137605042016806
"['property industry', 'electronic data exchange', 'standard', 'software packages', 'databases', 'seamless transfer']","['land registry', 'common exchange -rrb-', 'pisces -lrb- property', '-lrb- property information', 'electronic data exchange', 'systems common exchange', 'information systems common', 'property information systems', 'real estate', 'unprecedented change', 'data exchange', 'pisces -lrb-', 'data exchange standard', 'common exchange', 'exchange -rrb-', 'property industry', '-lrb- property', 'property information', 'exchange', 'electronic data', 'data', 'land', 'registry', 'property-focused electronic data', 'property', 'information systems', 'systems common', 'exchange standard', 'electronic', 'facilitate electronic transfer', 'transfer', 'software', 'industry', 'electronic transfer', 'systems', 'pisces', 'real', 'estate', 'consultation', 'underway', 'denies', 'facing', 'period', 'unprecedented', 'change', 'transfer data', '-lrb-', 'information', 'common', '-rrb-', 'standard', 'facilitate electronic', 'packages', 'software packages', 'key business areas', 'seamless transfer', 'allows software', 'software providers', 'key business', 'business areas', 'different types', 'allows software providers', 'property-focused', 'set', 'definitions', 'rules', 'facilitate', 'key', 'business', 'areas', 'different', 'types', 'regularly', 'enabling technology', 'prepare solutions', 'organisations', 'piece', 'enabling', 'technology', 'allows', 'providers', 'prepare', 'solutions', 'databases', 'attractive', 'prospect', 'seamless', 'attractive prospect']",0.06818181818181818,1.0,0.1276595744680851,6,88,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.36694960570263896,0.07913975994365324
"['privacy', 'pervasive computing']","['significant complexity issues', 'systems significant complexity', 'complexity issues challenge', 'issues challenge designers', 'context-aware systems significant', 'significant complexity', 'systems significant', 'modeling privacy control', 'privacy control', 'complexity issues', 'issues challenge', 'challenge designers', 'privacy', 'context-aware systems', 'significant', 'modeling privacy', 'information spaces', 'socially based privacy', 'based privacy objectives', 'information', 'control', 'systems', 'context-aware systems based', 'based privacy', 'context-aware', 'om-am -lrb- objectives', 'privacy objectives', 'spaces', 'ravi sandhu', 'om-am -lrb-', 'based', 'four-layer om-am -lrb-', 'socially based', 'model', 'objectives', 'information spaces provide', 'modeling', 'complexity', 'issues', 'challenge', 'designers', 'pervasive computing', '-lrb- objectives', 'systems based', 'important privacy-relevant contextual', 'privacy-relevant contextual factors', 'socially', 'spaces provide', 'pervasive', 'computing', 'pervasive computing systems', 'organize information', 'computing systems', 'four-layer om-am', 'mechanisms -rrb-', '-rrb- idea', 'important privacy-relevant', 'privacy-relevant contextual', 'contextual factors', 'privacy tagging', 'ravi', 'sandhu', 'om-am', '-lrb-', '-rrb-', 'deriving socially based', 'unified privacy', 'information space model', 'theoretical model', 'mechanisms -rrb- idea', 'use information', 'unified privacy tagging', 'provide', 'way', 'organize', 'resources', 'services', 'important', 'privacy-relevant', 'contextual', 'factors', 'deriving socially', 'space model', 'core abstraction', 'pervasive computing environments', 'computing environments', 'article', 'describe', 'theoretical', 'core', 'abstraction', 'building', 'previously', 'focused', 'deriving', 'environments', 'tagging', 'four-layer', 'architectures', 'mechanisms', 'idea', 'aim', 'use', 'construct', 'supports', 'discuss', 'introduce', 'decentralization', 'desirable', 'property', 'unified', 'previously focused', 'introduce decentralization', 'desirable property', 'using']",0.017391304347826087,1.0,0.03418803418803419,2,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18994565601801783,0.016465494620834426
"['pervasive computing', 'news', 'weather', 'traffic reports', 'directory services']","['location-dependent information services', 'information services location-dependent', 'services location-dependent information', 'pervasive computing environments', 'location-dependent information', 'data management', 'information services', 'services location-dependent', 'great promise', 'pervasive computing', 'computing environments', 'location-dependent', 'information', 'services', 'data', 'directory services', 'management', 'great', 'promise', 'mobile', 'pervasive', 'computing', 'environments', 'provide local', 'nonlocal news', 'traffic reports', 'large scale', 'research issues', 'provide', 'local', 'nonlocal', 'news', 'weather', 'traffic', 'reports', 'directory', 'addressed', 'implemented', 'large', 'scale', 'research', 'issues']",0.11904761904761904,1.0,0.21276595744680848,5,42,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.4126918530730064,0.14776319884679018
"['medical informatics', 'medical image management', 'data mining', 'natural language processing']","['professor jean-raoul scherrer', 'professor jean-raoul', 'jean-raoul scherrer', 'scherrer', 'jean-raoul', 'medical informatics', '-lrb- pacs -rrb-', 'humanist vision', '-lrb- hon -rrb-', 'scientific background', 'health-on-the net -lrb-', 'net -lrb- hon', 'systems -lrb- pacs', 'information system diogene', 'professor', 'informatics', 'medical', 'humanist', 'medical skills', 'scherrer developed', 'hon -rrb- foundation', '-lrb- pacs', 'pacs -rrb-', 'diogene', 'system diogene', 'net -lrb-', '-lrb- hon', 'hon -rrb-', 'diogene data', 'development', 'scherrer supported', 'scherrer created', 'communication systems -lrb-', 'health-on-the net', 'systems -lrb-', '-lrb-', '-rrb-', 'evolved innovative concepts', 'patient-centred hospital information', 'hospital information system', 'mainframe-based patient-centred hospital', 'innovative', 'legacy', 'visions', 'accomplishments', 'objective', 'report', 'work', 'skills', 'scientific', 'background', 'enabled', 'shaped', 'years', '-rrb- foundation', 'systems', 'distributed', 'evolved innovative', 'innovative concepts', 'information systems', 'data', 'innovative natural language', 'hospital information', 'improving', 'mainframe-based patient-centred', 'patient-centred hospital', 'man-machine interfaces', 'federated environments', 'obstinately focused', 'care providers', 'innovative natural', 'medical image', 'medical image management', 'pacs', 'web', 'health-on-the', 'net', 'hon', 'distributed picture', 'communication systems', 'data mining', 'distributed picture archiving', 'information technology', 'natural language processing', 'language processing techniques', 'starting', 'rigorous design', 'clinical research', 'natural language', 'language processing', 'processing techniques', 'developed', 'mainframe-based', 'patient-centred', 'hospital', '70s', 'implemented', 'evolved', 'concepts', 'man-machine', 'interfaces', 'federated', 'environments', 'leading', 'way', 'obstinately', 'focused', 'support', 'care', 'providers', 'patients', 'improving healthcare', 'lead', 'rigorous', 'design', 'terminologies', 'ontologies', 'serve', 'basis', 'clinical', 'research', 'mining', 'natural', 'language', 'processing', 'techniques', 'image management', 'picture archiving', 'molecular imaging', 'protein electrophoreses', 'supported', 'parallel', 'image', 'imaging', 'management', 'ranging', 'picture', 'archiving', 'communication', 'molecular', 'protein', 'electrophoreses', 'recognizing', 'healthcare', 'need', 'quality', 'trustworthiness', 'created', 'foundation', 'achievements', 'possible', 'thanks', 'visionary', 'mind', 'deep', 'creativity', 'generosity', 'determination', 'true', 'pioneer', 'leader', 'human-centered', 'patient-oriented', 'application', 'technology', 'possible thanks', 'visionary mind', 'deep humanism', 'true pioneer', 'patient-oriented application']",0.023529411764705882,1.0,0.04597701149425288,4,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323187026583251,0.022142786059042217
"['data interchange model', 'numerical lab data', 'summary findings', 'health status assessment']","['markup language -lrb-', 'language -lrb- hdml', '-lrb- hdml -rrb-', 'generalized markup language', 'data markup language', 'language -lrb-', 'markup language', 'health-checkup data markup', 'standard generalized markup', '-lrb- hdml', 'hdml -rrb-', '-lrb- sgml', 'sgml -rrb-', 'generalized markup', 'data markup', 'health-checkup data', 'medical data interchange', 'data interchange model', 'efficient electronic exchange', '-lrb-', 'markup', 'language', '-rrb-', 'health-checkup', 'hdml', 'standard generalized', 'data', 'standard protocol', 'interchange model', 'efficient electronic', 'health-checkup facilities', 'sgml', 'exchange', 'standard', 'data based', 'medical data', 'data interchange', 'electronic exchange', 'health', 'data exchange', 'facilities', 'checkup facilities', 'involving data exchange', 'generalized', 'protocol', 'based', 'objectives', 'develop', 'medical', 'interchange', 'model', 'efficient', 'electronic', 'feasibility study carried', 'involving data', 'laboratory data exchange', 'health status', 'feasibility study', 'study carried', 'lab data', 'health status assessment', 'laboratory data', 'textual data', 'numerical lab data', 'developed', 'basis', 'feasibility', 'study', 'carried', 'involving', 'checkup', 'structure', 'described', 'transfer', 'numerical', 'lab', 'summary', 'findings', 'status', 'assessment', 'successful', 'improvement', 'laboratory', 'work', 'address', 'qualitative', 'textual', 'numerical lab', 'summary findings', 'status assessment']",0.044444444444444446,1.0,0.0851063829787234,4,90,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.500064363867242,0.14036536536536537
"['discrete time systems', 'state estimation', 'linear observer', 'neural network']","['structure intelligent control', 'variable structure control', 'variable structure intelligent', 'structure control -lrb-', 'discrete time systems', 'time systems based', 'variable structure', 'intelligent control', 'control -lrb- vsc', 'structure control', 'structure intelligent', 'servo motor drive', '-lrb- vsc -rrb-', 'discrete time', 'time systems', 'systems based', 'control -lrb-', 'control', 'structure', 'synchronous servo motor', 'variable', 'intelligent', '-lrb- vsc', 'vsc -rrb-', 'motor -lrb- pmsm', 'synchronous servo', 'servo motor', 'motor drive', 'synchronous motor -lrb-', '-lrb- pmsm', 'pmsm -rrb-', 'pmsm -rrb- illustrate', 'vsc', '-lrb-', '-rrb-', 'motor -lrb-', 'neural network', 'servo', 'drive', 'discrete', 'time', 'systems', 'based', 'presented', 'paper', 'vsc scheme', 'synchronous', '-rrb- illustrate', 'motor', 'neural', 'network', 'approach', 'proposed', 'state estimation', 'synchronous motor', 'novel approach', 'pmsm', 'proposed approach', 'novel', 'state', 'estimation', 'linear observer', 'firstly designed', 'linear', 'observer', 'firstly', 'designed', 'practical', 'compensating', 'uncertainty', 'compensating uncertainty', 'parameter', 'scheme', 'adjusted', 'online', 'practicability', 'operating', 'results', 'illustrate', 'effectiveness', 'practical operating', 'adjusted online', 'operating results', 'practical operating results']",0.047619047619047616,1.0,0.0909090909090909,4,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294988388928757,0.05512359747545582
"['modernisation', 'electronic delivery', 'public services', 'legal issues']","['surrounding e-government modernisation', 'main issues surrounding', 'issues surrounding e-government', 'electronic delivery', 'public services', 'surrounding e-government', 'e-government modernisation', 'author provides', 'main issues', 'issues surrounding', 'special legal issues', 'e-government', 'author makes', 'author', 'legal issues', 'issues', 'provides', 'introduction', 'main', 'surrounding', 'modernisation', 'electronic', 'delivery', 'public', 'services', '2005', 'special legal', 'arise', 'makes', 'clear', 'transformation', 'computers', 'hints', 'special', 'legal']",0.11428571428571428,1.0,0.20512820512820512,4,35,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.3428684749647487,0.09946741854636591
"['paperless office', 'legal files', 'electronic storage', 'file archive']","['office -lsb- electronic', '-rsb- having espoused', 'legal files -rsb-', '-lsb- electronic storage', 'evicting orang utans', 'office -lsb-', 'files -rsb- having', '-lsb- electronic', 'law society rules', '-rsb- having', 'files -rsb-', 'paperless office', 'evicting orang', 'orang utans', 'time ago', 'law society', 'files', '-lsb-', '-rsb-', 'society rules governing', 'office', 'having espoused', 'legal files', 'electronic storage', 'storage', 'society rules', 'rules governing storage', 'electronic', 'electronic media', 'governing storage', 'evicting', 'stored', 'having', 'orang', 'utans', 'legal', 'espoused', 'principle', 'paperless', 'time', 'ago', 'decided', 'apply', 'law', 'society', 'cd-rom format -rrb-', 'rules governing', 'stored files', 'copies having', 'e-mail', '-lrb-', 'cd-rom', '-rrb-', 'pocket -lrb-', 'cd-rom format', 'format -rrb-', 'consulted', 'rules', 'governing', 'media', 'back-up copies having', 'step', 'draw', 'protocol', 'scanning', 'benefits', 'exercise', 'significant', 'area', 'previously', 'freed', 'complete stored', 'available', 'online', 'instantaneously', 'working', 'needed', 'send', 'client', 'following', 'change', 'solicitor', 'able', 'immediately', 'retaining', 'copy', 'future', 'reference', 'copies', 'protected', 'loss', 'deterioration', 'back-up', 'taken', 'site', 'file', 'complete', 'archive', 'pocket', 'format', 'laptop', 'facilitating', 'remote', 'area previously', 'available online', 'future reference', 'remote working', 'back-up copies', 'file archive', 'facilitating remote', 'complete stored file', 'stored file archive', 'facilitating remote working', 'have']",0.03508771929824561,1.0,0.06779661016949151,4,114,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.3228401206285218,0.06502208393829331
"['criminal law', 'international agreement']","['english criminal law', 'english criminal', 'recent case', 'author looks', 'english law', 'criminal law', 'english', 'court', 'appeal', 'attract english subscribers', 'attract english', 'english subscribers', 'cybercrime convention provides', 'author', 'cybercrime convention', 'international agreement', 'cyberobscenity', 'law', 'ambit', 'criminal', 'looks', 'recent', 'case', 'questions', 'approach', 'foreign-hosted internet sites', 'perrin', 'foreign-hosted internet', 'internet sites', 'international', 'agreement', 'convention provides', 'widespread international agreement', 'england', 'wales', 'internet', 'council', 'europe', 'cybercrime', 'convention', 'widespread international', 'submission', 'decision', 'wrong', 'sensible way forward', 'unpalatable conclusion', 'sensible way', 'way forward', 'published', 'material', 'convicted', 'offence', 'proved', 'sought', 'attract', 'subscribers', 'site', 'limited areas', 'achieved', 'sites', 'unpalatable', 'conclusion', 'content', 'foreign-hosted', 'controlled', 'sensible', 'way', 'forward', 'cooperation', 'provides', 'indication', 'limited', 'areas', 'widespread']",0.02702702702702703,1.0,0.052631578947368425,2,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038377352269746,0.022967329894374847
"['templated zeolite synthesis', 'materials function', 'chemical composition', 'structure directing agent', 'a priori information']","['high throughput experiments', 'templated zeolite synthesis', 'high throughput', 'zeolite synthesis', 'monte carlo-like design', 'templated zeolite', 'carlo-like design protocols', 'high', 'throughput', 'synthesis', 'monte carlo-like', 'zeolite', 'carlo-like design', 'relates materials function', 'structure directing agent', 'templated', 'redesign', 'experiments', 'addressed', 'design', 'strategies', 'model', 'design protocols', 'relates materials', 'materials function', 'chemical composition', 'structure directing', 'directing agent', 'protocols', 'monte', 'carlo-like', 'multi-round protocols', 'relates', 'materials', 'function', 'chemical', 'composition', 'structure', 'directing', 'agent', 'introduced', 'priori information', 'structure-directing libraries', 'multi-round', 'best', 'evaluated', 'bound', 'effective', 'priori', 'information', 'libraries', 'found']",0.07692307692307693,0.8,0.14035087719298248,5,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235678161222603,0.07752502131927291
"['job applicant', 'practical abilities']","['vendor-run accreditation schemes', 'vendor qualifications', 'practical abilities', 'vendor-run accreditation', 'accreditation schemes', 'objective measure', 'job applicant', 'true extent', 'vendor', 'abilities', 'qualifications', 'staff', 'networking', 'cases', 'vendor-run', 'accreditation', 'schemes', 'offer', 'objective', 'measure', 'job', 'applicant', 'skills', 'indicate', 'true', 'extent', 'practical']",0.07407407407407407,1.0,0.13793103448275862,2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26537762244898944,0.05929487179487179
"['general enterprise model', 'decision making', 'problem domains', 'enterprise modelling frameworks', 'operational level', 'dynamic modelling issues', 'public sector organisations', 'case study']","['support decision making', 'particularly smes', 'general enterprise model', '-lrb- gem -rrb-', 'invest time', 'support decision', 'decision making', 'enterprise model', 'general enterprise', 'gem', 'smes', 'model', '-lrb- gem', 'gem -rrb-', 'enterprise', 'general', 'modelling issues', 'modelling', 'issues', 'current enterprise modelling', 'search', 'particularly', 'reluctant', 'invest', 'time', 'money', 'support', 'decision', 'making', 'enterprise modelling frameworks', 'organisations', 'enterprise modelling', 'single perspective', 'current enterprise', 'framework', '-lrb-', '-rrb-', 'nondynamic modelling issues', 'modelling issues whilst', 'sector organisations', 'modelling frameworks', 'nondynamic modelling', 'issues whilst', 'whilst dynamic modelling', 'wide range', 'problem domains', 'unlimited scope', 'issues whilst dynamic', 'traditional', 'single', 'public sector organisations', 'reluctance', 'overcome', 'purposes', 'perspective', 'design issues', 'requires', 'development', 'applied', 'wide', 'range', 'problem', 'domains', 'unlimited', 'scope', 'deal effectively', 'whilst dynamic', 'operational level', 'current', 'key design issues', 'deal', 'effectively', 'nondynamic', 'whilst', 'dynamic', 'addressed', 'operational', 'level', 'majority', 'research', 'area', 'relates', 'manufacturing', 'companies', 'equally', 'applicable', 'service', 'public', 'sector', 'study', 'area relates', 'manufacturing companies', 'equally applicable', 'public sector', 'plug', 'paper', 'identifies', 'key', 'design', 'need', 'considered', 'constructing', 'presented', 'based', 'play', 'methodology', 'demonstrated', 'simple', 'case', 'case study', 'paper identifies', 'key design', 'presented based', 'simple case', 'simple case study']",0.06086956521739131,0.875,0.11382113821138212,8,115,0.0,0.0,0.0,0.1,0.125,0.11111111111111112,0.06666666666666667,0.125,0.08695652173913045,0.3682207835598802,0.06903306872794356
"['information processing perspective', 'organizational structures', 'environmental instability', 'information technology']","['information technology drawing', 'information technology -lrb-', 'information processing perspective', 'information technology', 'technology drawing', 'technology -lrb-', 'second world war', 'information processing', 'continuing influence', 'processing perspective', 'paper examines', 'information', 'second world', 'world war', 'technology', 'organizational structures', 'organization design', 'drawing', '-lrb-', '-rrb-', 'task environment starting', 'shadow structure', 'present environmental instability', 'new forms', 'adapt existing forms', 'create new models', 'organizational', 'emerging shadow structure', 'structure', 'design', 'new', 'forms', 'task environment', 'environment starting', 'continuing', 'influence', 'processing', 'perspective', 'paper', 'examines', 'catalyst', 'development', 'existing forms', 'create new', 'new models', 'unstable environment', 'environment', 'historical linkage', 'relative stability', 'present environmental', 'environmental instability', 'article draws', 'bureaucratic structure evolved', 'second', 'world', 'war', 'article', 'shadow', 'better fit requirements', 'unstable', 'bureaucratic structure', 'structure evolved', 'emerging shadow', 'article suggests', 'face unstable environments', 'authors suggest', 'enabled managers', 'adapt existing', 'better fit', 'fit requirements', 'face unstable', 'seemingly borne', 'draws', 'historical', 'linkage', 'relative', 'stability', 'task', 'starting', 'present', 'characterizes', 'industries', 'specifically', 'support mechanism', 'authors', 'suggest', 'advances', 'enabled', 'managers', 'adapt', 'existing', 'create', 'models', 'better', 'fit', 'requirements', 'time', 'expanding role', 'seemingly', 'borne', 'hypothesis', 'bureaucratic', 'evolved', 'matrix', 'network', 'emerging', 'form', 'gone', 'support', 'mechanism', 'substitute', 'continue', 'evolving', 'expanding', 'role', 'face']",0.034482758620689655,1.0,0.06666666666666667,4,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23668665322898705,0.02398278142145638
"['measured acceleration', 'angular velocity', 'wearable sensors', 'preselected locations', 'transitions', 'sitting', 'standing', 'walking']","['angular velocity data', 'velocity data gathered', 'wearable sensors', 'measured acceleration', 'angular velocity', 'velocity data', 'data gathered', 'detect transitions', 'preselected locations', 'classify sitting', 'walking behaviors', 'location recognition', 'dead-reckoning method', 'wearable', 'sensors', 'location', 'proposed method', 'activity', 'method', 'experiments demonstrate', 'recognition', 'measured', 'acceleration', 'angular', 'velocity', 'data', 'gathered', 'inexpensive', 'dead-reckoning', 'determine', 'user', 'detect', 'transitions', 'preselected', 'recognize', 'classify', 'sitting', 'standing', 'walking', 'behaviors', 'experiments', 'effectiveness', 'demonstrate', 'proposed']",0.18181818181818182,1.0,0.3076923076923077,8,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461824978070445,0.1711672473867596
"['consultancy', 'mergers']","['pitfalls paul diamond', 'merger pitfalls paul', 'consultancy kpmg explains', 'avoid merger pitfalls', 'paul diamond', 'pitfalls paul', 'consultancy kpmg', 'kpmg explains', 'avoid merger', 'merger pitfalls', 'asset management', 'paul', 'diamond', 'kpmg', 'mergers', 'avoid', 'pitfalls', 'consultancy', 'explains', 'careful', 'asset', 'management', 'crucial', 'success']",0.08333333333333333,1.0,0.15384615384615385,2,24,0.2,0.5,0.28571428571428575,0.2,1.0,0.33333333333333337,0.13333333333333333,1.0,0.23529411764705882,0.4670872163982816,0.15555555555555556
"['nonlinear control strategy', 'transient stability', 'nonlinear modulation strategy', 'differential geometric theory', 'variable admittance', 'inverter', 'active power flows', 'generator dynamic equations', 'affine form', 'global linearization method', 'local feedback', 'adjacent generators']","['nonlinear modulation strategy', 'improve transient stability', 'nonlinear control strategy', 'nonlinear modulation', 'modulation strategy', 'hvdc systems', 'improve transient', 'transient stability', 'links terminated', 'large disturbances', 'variable admittance', 'nonlinear control', 'control strategy', 'nonlinear', 'variable admittance connected', 'variable', 'strategy', 'power', 'systems', 'hvdc', 'admittance', 'power systems', 'control variable', 'differential geometric theory', 'additional state variable', 'admittance connected', 'control', 'modulation', 'improve', 'transient', 'stability', 'multi-machine', 'links', 'terminated', 'presence', 'large', 'disturbances', 'presented', 'active power flows', 'hybrid', 'proposed', 'state variable', 'approach proposed', 'proposed method', 'method', 'differential geometric', 'geometric theory', 'generator', 'active power', 'power flows', 'global linearization method', 'traditional generator dynamic', 'generator dynamic equations', 'linearization method', 'dual-infeed hybrid', 'system states', 'multi-machine ac power', 'traditional generator', 'generator dynamic', 'analytical description', 'dynamic equations', 'additional state', 'affine form', 'global linearization', 'approach', 'paper', 'based', 'differential', 'geometric', 'theory', 'taken', 'connected', 'inverter', 'rectifier', 'bus', 'important feature', 'non-linear function', 'local feedback', 'transmitted data', 'adjacent generators', 'deriving', 'analytical', 'description', 'relationship', 'active', 'flows', 'traditional', 'dynamic', 'equations', 'expressed', 'additional', 'state', 'changed', 'affine', 'form', 'suitable', 'global', 'linearization', 'determine', 'modulated', 'important', 'feature', 'adaptive', 'function', 'realized', 'local', 'feedback', 'transmitted', 'data', 'adjacent', 'design procedure', 'design', 'procedure', 'tested', 'dual-infeed', 'rectifier ac bus', 'modulated dc power']",0.10256410256410256,1.0,0.18604651162790695,12,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382777844624486,0.07768747455360872
['storage area networks'],"['fibre channel technologies', 'lower san costs', 'managers building storage', 'building storage area', 'storage area networks', 'fibre channel', 'channel technologies', 'lower san', 'san costs', 'iscsi poised', 'managers building', 'building storage', 'storage area', 'area networks', 'save money', 'iscsi', 'san', 'fibre', 'channel', 'technologies', 'poised', 'lower', 'costs', 'managers', 'building', 'storage', 'area', 'networks', 'expanding', 'capacity', 'able', 'save', 'money', 'systems']",0.029411764705882353,1.0,0.05714285714285715,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002964991755273,0.03125
"['identification', 'noniterative update', 'incremental unsupervised learning', 'ranking', 'informative potential', 'fuzzy rules', 'complex processes']","['fuzzy rule-based -lrb-', '-rrb- models', 'rule-based -lrb-', 'evolving fuzzy rule-based', 'evolving rule-based models', 'fuzzy rule-based models', 'rule-based models', 'identification', '-lrb-', '-rrb-', 'models', '-lrb- er -rrb-', 'evolving fuzzy', 'fuzzy rule-based', 'rule-base structure', 'rules', 'rule-base', 'evolving', 'fuzzy', 'informative', 'models implement', 'data', 'evolving rule-based', 'approach', 'incremental unsupervised learning', 'proposed', 'new informative data', 'fuzzy rules', 'structure', 'rule-base evolves', 'informative rules', 'new', 'noniterative update', 'incremental unsupervised', 'unsupervised learning', 'informative data', 'modeling', 'new rules based', 'new rules', 'new informative', 'existing rules', 'rules based', 'informative potential', 'previously formed', 'implement', 'method', 'noniterative', 'update', 'parameters', 'incremental', 'unsupervised', 'learning', 'evolves', 'adding', 'previously', 'formed', 'addition', 'existing', 'replaced', 'based', 'ranking', 'potential', 'component modeling', 'modeling application', 'way', 'inherited', 'available', 'completely', 'retrained', 'form', 'adaptive', 'nature', 'combination', 'highly', 'transparent', 'compact', 'makes', 'promising', 'candidate', 'control', 'complex', 'processes', 'competitive', 'neural', 'networks', 'tested', 'benchmark', 'problem', 'air-conditioning', 'component', 'application', 'installation', 'serving', 'real', 'building', 'completely retrained', 'results', 'illustrate', 'viability', 'efficiency', 'adaptive nature', 'highly transparent', 'compact form', 'promising candidate', 'complex processes', 'neural networks', 'benchmark problem', 'air-conditioning component', 'installation serving', 'real building', 'air-conditioning component modeling', 'component modeling application', 'results illustrate']",0.061946902654867256,1.0,0.11666666666666665,7,113,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.3398123627891213,0.056462862066760294
"['adaptive algorithms', 'write operations', 'point contention', 'algorithm execution', 'remote step complexity', 'system response time', 'critical section', 'minimal interval', 'active process', 'space complexity', 'performance measures']","['efficient mutual exclusion', 'presents adaptive algorithms', 'paper presents adaptive', 'algorithm execution -lrb-', 'mutual exclusion', 'processes -rrb-', '-rrb- remote step', 'adaptive algorithms', 'execution -lrb-', 'remote step complexity', '-rrb- system response', 'efficient mutual', 'presents adaptive', 'algorithms depends', '-lrb-', 'point contention', '-rrb-', 'paper presents', 'write operations', 'system response time', '-rrb- remote', 'total number', '-rrb- system', '-lrb- log', 'step complexity', 'algorithm', 'remote step', 'algorithm execution', 'processes', 'mutual', 'exclusion', 'adaptive', 'step', 'concurrently active', 'complexity', 'response time', 'time', 'number', 'system response', 'space complexity', 'point', 'contention', 'process', 'maximal number', 'remote', 'active process performs', 'active', 'efficient', 'paper', 'presents', 'read', 'write', 'operations', 'depends', 'concurrently', 'execution', 'total', 'active process', 'system', 'response', 'performance', 'log', 'time interval', 'space', 'interval', 'time unit', 'process performs', 'algorithm depend solely', 'process names', 'performance measures', 'steps performed', 'minimal interval', 'performed', 'steps', 'maximal', 'wait', 'counted', 'subsequent entries', 'critical section', 'performs', 'subsequent', 'entries', 'critical', 'section', 'unit', 'minimal', 'range', 'names', 'solely', 'preserving', 'measures', 'depend solely']",0.11956521739130435,1.0,0.21359223300970873,11,92,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.09090909090909091,0.07692307692307691,0.41896356888063674,0.10569149642488972
