Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['subspace matrices', 'deterministic inputs', 'stochastic inputs', 'multivariate systems', 'feedforward control']","['lqg', 'performance', 'benchmark', 'lqg benchmark', 'closed', 'controller performance', 'controller', 'closed loop', 'variances', 'loop', 'data', 'optimal lqg', 'loop conditions', 'optimal', 'obtained', 'output', 'method', 'paper', 'loop data', 'input', 'inputs', 'input output', 'proposed', 'control', 'conditions', 'calculate lqg', 'calculate', 'assessing controller', 'assessing', 'performance lqg', 'analysis', 'terms', 'subspace', 'represents limit', 'deterministic', 'driven subspace', 'driven', 'directly subspace', 'directly', 'deterministic inputs', 'data setpoint', 'excitation variances', 'data driven', 'data assessing', 'tradeoff', 'curve represents', 'curve', 'excitation', 'excitations', 'corresponding', 'excitations optimal', 'existing', 'existing feedback', 'explicit', 'explicit parametric', 'external', 'external excitations', 'feedback', 'feedback control', 'feedforward', 'feedforward control', 'framework', 'gaussian', 'gaussian lrb', 'corresponding deterministic', 'tradeoff curve', 'identified using', 'approach calculate', 'benchmark closed', 'variances obtained', 'variances process', 'variances used', 'assess controller', 'assess', 'approach', 'univariate', 'applicable univariate', 'applicable', 'analyzed optimal', 'analyzed', 'analysis lqg', 'analysis implementation', 'benchmark obtained', 'benchmark proposed', 'benchmark terms', 'benchmark variances', 'benchmark work', 'variances explicit', 'using closed', 'certain', 'certain external', 'using', 'used assessing', 'used', 'conditions certain', 'conditions paper', 'univariate multivariate', 'control analyzed', 'control existing', 'identified', 'implementation feedforward', 'implementation', 'required calculate', 'obtaining linear', 'stochastic', 'setpoint excitation', 'setpoint', 'output closed', 'output variances', 'rrb benchmark', 'paper applicable', 'paper proposes', 'parametric', 'parametric model', 'rrb', 'performance analysis', 'performance framework', 'performance method', 'obtained directly', 'performance terms', 'process', 'process input', 'profit', 'profit analysis', 'propose', 'propose data', 'required', 'proposed literature', 'proposed paper', 'proposes', 'proposes new', 'quadratic', 'quadratic gaussian', 'obtaining', 'obtained closed', 'represents', 'subspace approach', 'terms variances', 'terms input', 'inputs identified', 'inputs stochastic', 'limit', 'limit performance', 'linear', 'linear quadratic', 'literature', 'literature assess', 'systems profit', 'systems', 'subspace matrices', 'work', 'lqg performance', 'stochastic inputs', 'lqg rrb', 'lqg tradeoff', 'lrb', 'lrb lqg', 'matrices', 'matrices corresponding', 'method obtaining', 'method proposed', 'model', 'model required', 'multivariate', 'multivariate systems', 'new', 'new method', 'work propose']",0.02976190476190476,1.0,0.05780346820809249,5,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26144970948594864,0.02976190476190476
"['fuzzy adapted inverse model', 'switched reluctance motor', 'nonlinear dynamic behavior', 'speed dynamic response', 'regulation control requirements', 'reference model', 'command feedforward controller', 'inverse plant model', 'tracking response', 'system parameters', 'operating conditions', 'control specifications', 'fuzzy control scheme']","['control', 'model', 'speed', 'scheme', 'speed control', 'srm', 'control scheme', 'controller', 'improve', 'drive', 'inverse', 'tracking', 'quantitative', 'desired', 'regulation', 'dynamic', 'response', 'robust', 'fuzzy', 'rrb', 'lrb', 'inverse model', 'regulation control', 'srm drive', 'case variations', 'feedforward', 'feedback', 'error significantly', 'error', 'employed yield', 'employed', 'dynamic response', 'dynamic behavior', 'added', 'drive using', 'drive proposed', 'drive considered', 'added improve', 'disturbance cancellation', 'disturbance', 'feedback controller', 'feedforward controller', 'difficult', 'having', '2dof rrb', 'adapted', 'highly nonlinear', 'adapted inverse', 'highly', 'having degree', 'fuzzy control', 'following', 'adaptively', 'fuzzy adapted', 'adaptively tuned', 'freedom lrb', 'freedom', 'following tracking', 'difficult challenging', 'developed improve', 'challenging', 'considered difficult', 'behavior speed', 'control specifications', 'cancellation', 'control requirements', 'control performances', 'cancellation robust', 'case', 'addition', 'considered', 'conditions occur', 'conditions', 'command feedforward', 'command', 'challenging owing', 'control srm', 'control switched', 'behavior', 'based inverse', 'controller added', 'controller based', 'controller quantitatively', 'improve inverse', 'based', 'degree', 'degree freedom', 'designed', 'designed meet', 'addition simple', 'desired regulation', 'desired tracking', 'developed', 'yield desired', 'meet', 'improve speed', 'rrb drive', 'significantly', 'scheme model', 'scheme having', 'scheme feedback', 'satisfied improve', 'satisfied', 'rrb structure', 'robust speed', 'simple', 'robust controller', 'response srm', 'response nominal', 'requirements reference', 'requirements', 'reluctance motor', 'reluctance', 'significantly reduced', 'simple disturbance', 'improve tracking', 'tracking regulation', 'variations parameters', 'variations', 'using fuzzy', 'using', 'tuned fuzzy', 'tuned', 'tracking response', 'tracking error', 'specifications', 'switched reluctance', 'switched', 'structure developed', 'structure', 'srm rrb', 'speed dynamic', 'specifications satisfied', 'reference model', 'reference', 'reduced addition', 'model following', 'nonlinear dynamic', 'nonlinear', 'nominal case', 'nominal', 'motor lrb', 'motor', 'model quantitative', 'model employed', 'reduced', 'model command', 'model adaptively', 'meet desired', 'yield', 'lrb srm', 'lrb 2dof', 'inverse plant', 'occur', 'occur prescribed', 'operating', 'operating conditions', 'quantitatively designed', 'quantitatively', 'quantitative speed', 'quantitative robust', 'proposed control', 'proposed', 'prescribed control', 'prescribed', 'plant model', 'plant', 'performances', 'parameters operating', 'parameters', 'owing highly', 'owing', '2dof']",0.023121387283236993,0.3076923076923077,0.04301075268817204,13,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3414845227054556,0.056564822460776217
"['bitline sensing scheme', 'low power dissipation', 'memory cell']","['low', 'scheme', 'voltage', 'low voltage', 'sense', 'time', 'retention time', 'retention', 'dram', 'sense amplifier', 'data', 'data retention', 'amplifier', 'proposed', 'voltage dram', 'sensing', 'offset cancellation', 'offset', 'power', 'proposed scheme', 'sensing scheme', 'improves', 'cancellation sense', 'cancellation', 'supply', 'supply voltage', 'dram achieve', 'low supply', 'dissipation', 'dissipation compatibility', 'low signal', 'low power', 'level memory', 'level', 'dram degradation', 'improves die', 'die efficiency', 'dram sensing', 'improves data', 'efficiency', 'efficiency proposed', 'frequently', 'frequently paper', 'voltage times', 'die', 'degradation data', 'achieve low', 'amplifier measurements', 'amplifier novel', 'amplifier scheme', 'amplifiers', 'amplifiers supporting', 'bitline', 'bitline sensing', 'cell', 'cell requires', 'cells', 'cells sense', 'cmos', 'cmos major', 'compatibility', 'compatibility low', 'consuming', 'lrb', 'conventional', 'conventional scheme', 'degradation', 'consuming refresh', 'novel bitline', 'lrb ocsa', 'signal', 'requires', 'requires power', 'rrb', 'rrb improves', 'scheme lrb', 'scheme offset', 'scheme proposed', 'scheme reduces', 'scheme supply', 'sense amplifiers', 'signal level', 'refresh', 'significantly', 'significantly low', 'supporting', 'supporting cells', 'time low', 'time proposed', 'time significantly', 'times', 'times conventional', 'voltage cmos', 'refresh operations', 'reduces number', 'major', 'obstacles low', 'major obstacles', 'measurements', 'measurements data', 'memory', 'memory cell', 'novel', 'voltage improves', 'number', 'number sense', 'obstacles', 'ocsa', 'reduces', 'ocsa rrb', 'operations', 'operations frequently', 'paper', 'paper proposes', 'power consuming', 'power dissipation', 'proposed low', 'proposes', 'proposes offset', 'achieve']",0.008333333333333333,0.3333333333333333,0.016260162601626015,3,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21287835138616024,0.0191712204007286
"['assemblies', 'types']","['emit', 'net', 'reflection emit', 'reflection', 'namespace', 'code', 'lrb', 'classes', 'rrb', 'run time', 'run', 'time', 'contains', 'comprise', 'compilers attention', 'compilers', 'contains namespace', 'comprise reflection', 'convert', 'compile', 'convert source', 'define', 'define types', 'emit implementations', 'emit namespace', 'emit net', 'executable', 'executable code', 'expressions', 'expressions net', 'fact', 'compile favorite', 'vb net', 'common language', 'common', 'ability compile', 'assemblies', 'assemblies define', 'assembly', 'assembly fact', 'attention', 'attention regex', 'build', 'build assemblies', 'class', 'class lrb', 'classes comprise', 'classes help', 'clr', 'clr rrb', 'code executable', 'code run', 'code vb', 'collectively', 'collectively reflection', 'favorite', 'fact net', 'generating code', 'favorite regular', 'sdk includes', 'regular', 'regular expressions', 'regularexpressions', 'regularexpressions namespace', 'rrb ability', 'rrb contains', 'runtime', 'runtime lrb', 'sdk', 'source', 'regex', 'source code', 'text', 'text regularexpressions', 'time classes', 'time reflection', 'tools', 'tools convert', 'types', 'types emit', 'regex class', 'net framework', 'framework', 'known', 'framework sdk', 'generating', 'vb', 'help', 'help build', 'implementations', 'implementations run', 'includes', 'includes tools', 'known collectively', 'net compilers', 'language', 'language runtime', 'lrb clr', 'lrb text', 'namespace classes', 'namespace known', 'namespace rrb', 'net assembly', 'net common', 'ability']",0.01904761904761905,1.0,0.03738317757009346,2,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21878372689921147,0.01904761904761905
"['white space features', 'presentation', 'table borders']","['learning', 'web', 'regarding', 'study', 'study measured', 'white', 'materials', 'measured', 'instruction', 'indicated', 'regarding web', 'results', 'space', 'white space', 'beliefs regarding', 'based instruction', 'web based', 'based', 'beliefs', 'cautions regarding', 'indicated line', 'groups implications', 'handling', 'handling presentation', 'hinder', 'hinder learning', 'implications', 'implications study', 'indicated small', 'affect learning', 'instruction instructors', 'instruction prior', 'affect', 'instructional', 'achievement results', 'instructional web', 'instructors', 'instructors use', 'learners', 'groups', 'generalizing results', 'changes', 'generalizing', 'cautions', 'changes handling', 'content', 'borders vertical', 'content overall', 'did', 'did differ', 'differ', 'differ significantly', 'differences', 'differences regarding', 'discussed', 'borders', 'effect', 'effect specific', 'effects', 'learners beliefs', 'elements', 'elements affect', 'features', 'features learning', 'effects white', 'line', 'learning achievement', 'learning beliefs', 'sound minor', 'space features', 'space learning', 'spacing', 'spacing text', 'specific', 'specific white', 'structure', 'structure sound', 'study cautions', 'study indicated', 'table', 'table borders', 'text', 'text hinder', 'treatment', 'treatment groups', 'use', 'use did', 'vertical', 'vertical spacing', 'web materials', 'web study', 'sound', 'small changes', 'small', 'overall structure', 'learning instructional', 'learning web', 'line materials', 'materials content', 'materials study', 'measured effect', 'measured learners', 'minor', 'minor differences', 'overall', 'presentation', 'significantly treatment', 'presentation elements', 'prior', 'prior research', 'regarding generalizing', 'regarding table', 'research', 'research indicated', 'results discussed', 'results study', 'significantly', 'achievement']",0.01694915254237288,0.6666666666666666,0.03305785123966942,3,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22701233305644516,0.019702796372786404
"['telecom industry', 'insider investment']","['communications', 'telecom', 'insider', 'industry', 'stock', 'vote confidence', 'crown castle', 'directors', 'directors purchasing', 'echoing', 'echoing trends', 'economy', 'executives', 'executives directors', 'industry insiders', 'cox communications', 'industry national', 'infusions', 'infusions insider', 'insider buying', 'insider investment', 'insiders', 'insiders loading', 'international', 'international nextel', 'crown', 'confidence management', 'cox', 'investment summer', 'airgate pcs', 'beleaguered', 'beleaguered sector', 'buying', 'buying vote', 'castle', 'castle international', 'charter', 'charter communications', 'cheap', 'cheap company', 'communications cox', 'communications crown', 'communications nortel', 'companies', 'companies stock', 'company', 'company stock', 'confidence', 'investment', 'loading cheap', 'loading', 'stock surge', 'renewed', 'renewed optimism', 'say', 'say observers', 'sector', 'sector say', 'seen', 'seen infusions', 'stock months', 'summer', 'rash', 'summer echoing', 'surge', 'surge telecom', 'telecom executives', 'telecom industry', 'trends', 'trends telecom', 'view', 'view rash', 'rash insider', 'purchasing companies', 'vote', 'nextel communications', 'management', 'management airgate', 'months', 'months points', 'national', 'national economy', 'networks', 'networks seen', 'nextel', 'nortel', 'purchasing', 'nortel networks', 'observers', 'observers view', 'optimism', 'optimism beleaguered', 'pcs', 'pcs charter', 'points', 'points renewed', 'airgate']",0.020618556701030927,1.0,0.04040404040404041,2,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23377785685576644,0.020618556701030927
"['intellectual property', 'reverse engineering']","['obfuscator', 'obfuscation', 'net', 'reverse', 'engineering', 'code', 'cost', 'reverse engineering', 'managed', 'fully', 'fully functional', 'harder', 'functional', 'feel like', 'functional obfuscator', 'feel', 'extensions obfuscator', 'extensions', 'handles', 'handles mixed', 'worth price', 'harder reverse', 'il', 'engineering nonexistent', 'including', 'including microsoft', 'insignificant', 'insignificant compared', 'intellectual', 'intellectual property', 'language', 'language including', 'like', 'like obfuscator', 'loss', 'il native', 'engineer does', 'engineering cost', 'code assemblies', 'application harder', 'assemblies', 'assemblies created', 'author', 'author considers', 'available', 'available net', 'basic', 'basic renaming', 'benefit', 'benefit probably', 'caused', 'caused reverse', 'code programs', 'makes', 'compared', 'compared cost', 'considers', 'considers obfuscation', 'cost obfuscation', 'cost typical', 'created', 'created managed', 'development', 'development project', 'does', 'does prevent', 'engineer', 'loss caused', 'managed extensions', 'makes application', 'platform ranging', 'prevent reverse', 'price', 'probably', 'probably worth', 'programs', 'programs wo', 'project', 'project feel', 'property', 'property author', 'protecting', 'protecting net', 'provides', 'provides benefit', 'ranging', 'ranging basic', 'renaming', 'renaming obfuscator', 'reverse engineer', 'simply', 'simply makes', 'software', 'software development', 'typical', 'typical software', 'wo', 'wo need', 'prevent', 'platform', 'worth', 'options protecting', 'managed language', 'microsoft', 'microsoft managed', 'mixed', 'mixed il', 'native', 'native code', 'need', 'need obfuscation', 'net code', 'net obfuscation', 'net platform', 'nonexistent', 'nonexistent numerous', 'numerous', 'numerous obfuscators', 'obfuscation insignificant', 'obfuscation intellectual', 'obfuscation loss', 'obfuscation options', 'obfuscator fully', 'obfuscator handles', 'obfuscator provides', 'obfuscator simply', 'obfuscators', 'obfuscators available', 'options', 'application']",0.015384615384615385,1.0,0.030303030303030307,2,130,0.0,0.0,0.0,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3143074037619907,0.06324786324786325
['principal document'],"['standard', 'isa', 'used', 'process', 'id', 'drawings', 'symbols', 'paper', 'symbols used', 'industry standard', 'existing continuing', 'document', 'document used', 'interconnection', 'drawings generally', 'drawings processes', 'instrumentation used', 'equipment', 'equipment instrumentation', 'instrumentation', 'existing', 'generally', 'information', 'generally based', 'instrument symbols', 'instrument', 'dictionary', 'id acronym', 'id aid', 'id tells', 'id widely', 'industry', 'information id', 'dictionary definition', 'written develop', 'develops concept', 'continuing', 'acronym id', 'aid', 'aid solving', 'answer', 'article', 'article develops', 'based', 'based isa', 'concept', 'concept standard', 'confusing', 'confusing information', 'continuing problem', 'interconnection process', 'control', 'control process', 'controlled', 'controlled isa', 'define', 'define details', 'definition', 'definition id', 'details', 'details process', 'develop', 'develop use', 'develops', 'isa s5', 'isa article', 'isa dictionary', 's5', 's5 paper', 'set', 'set symbols', 'solving', 'solving long', 'standard answer', 'standard paper', 'standard poses', 'standard referred', 'standard set', 'tells', 'tells interconnection', 'understood', 'understood mean', 'use', 'use id', 'used control', 'used define', 'used drawings', 'used prepare', 'widely', 'widely understood', 'works', 'works controlled', 'referred isa', 'referred', 'questions standard', 'poses questions', 'written', 'isa standard', 'long', 'long existing', 'mean', 'mean principal', 'paper isa', 'paper written', 'pid', 'pid standard', 'poses', 'prepare', 'questions', 'prepare drawings', 'principal', 'principal document', 'problem', 'problem confusing', 'process equipment', 'process industry', 'process process', 'process works', 'processes', 'processes instrument', 'acronym']",0.008264462809917356,1.0,0.01639344262295082,1,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17652179287455927,0.008264462809917356
"['operating systems', 'multiple user accounts', 'terminal services', 'terminal server']","['windows', 'user', 'xp', 'windows xp', 'fast user', 'fast', 'switching', 'user switching', 'terminal', 'feature', 'machine', 'accounts', 'terminal services', 'server', 'log', 'concept', 'terminal server', 'services', 'xp fast', 'multiple', 'remote', 'implemented', 'machine terminal', 'machine running', 'machine quickly', 'implemented using', 'feature windows', 'lrb', 'integrated windows', 'log machine', 'lrb remote', 'log run', 'logged', 'logged accounts', 'integrated', 'family', 'feature rich', 'capabilities', 'accounts fast', 'accounts ve', 'allows', 'allows multiple', 'applications', 'applications remote', 'built', 'built capabilities', 'capabilities terminal', 'feature fast', 'client', 'client log', 'concept multiple', 'concept step', 'desktop', 'desktop rrb', 'multiple users', 'family operating', 'multiple user', 'xp machine', 'new', 'new feature', 'switch', 'switch logged', 'switching feature', 'switching implemented', 'switching new', 'switching windows', 'systems', 'systems supported', 'taken', 'taken concept', 'user accounts', 'users', 'users log', 'using', 'using built', 've', 've taken', 'windows nt', 'xp allows', 'supported concept', 'supported', 'step windows', 'rich integrated', 'nt', 'nt family', 'operating', 'operating systems', 'quickly switch', 'remote desktop', 'remote machine', 'rich', 'rrb', 'step', 'rrb client', 'run', 'run applications', 'running', 'running terminal', 'server feature', 'services lrb', 'services terminal', 'quickly']",0.029411764705882353,0.75,0.056603773584905655,4,102,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.31627003079841015,0.06468072665959587
"['nonsmooth optimization problem', 'cluster analysis', 'randomization procedure', 'correlation method', 'distortion measure']","['method', 'distortion', 'ecg', 'analysis', 'rrb', 'measure', 'distortion measure', 'lrb', 'real data', 'data', 'distance', 'new', 'ecg analysis', 'class distortion', 'class', 'spsa', 'approximation', 'use', 'real', 'using', 'increased resulting', 'demonstrated simulated', 'lrb spsa', 'drug effects', 'drug', 'distortion measures', 'main', 'main idea', 'distance price', 'distance ecg', 'mar', 'mar 1992', 'ecg cycles', 'demonstrated', 'defined using', 'defined', 'data experimental', 'max', 'cycles class', 'cycles', 'criterion new', 'max criterion', 'lrb ieee', 'lrb ecg', 'increased', 'given', 'ieee trans', 'late', 'ieee', 'idea generate', 'idea', 'high resolution', 'high', 'given real', 'late potential', 'generate smooth', 'long period', 'criterion', 'long', 'experimental comparison', 'experimental', 'electrocardiogram lrb', 'electrocardiogram', 'effects ventricular', 'effects', 'ecg rrb', 'generate', 'contr vol', 'correlation method', 'correlation', 'approach use', 'approach', 'apply modification', 'apply', 'application mind', 'application', 'analysis vector', 'analysis morphology', 'analysis late', 'analysis classification', 'alternants study', 'alternants', 'advantage computational', 'advantage', 'adapted version', 'adapted', 'activation propose', 'activation', '41 mar', '41', '37 332', '37', '332 41', '332', '1992 rrb', 'approximation lrb', 'approximation randomization', 'arrythmias', 'comparison', 'measure quantify', 'contr', 'considered particular', 'considered', 'computational complexity', 'computational', 'compression electrocardiogram', 'compression', 'complexity significantly', 'complexity', 'comparison widely', 'cluster analysis', 'arrythmias wave', 'cluster', 'classification monitoring', 'classification', 'classical method', 'classical', 'changes qrs', 'changes', 'average distance', 'average', 'automat contr', 'automat', 'measure defined', 'widely used', 'measure sensitive', 'simulated', 'spsa method', 'spall lrb', 'spall', 'solved adapted', 'solved', 'smooth approximation', 'smooth', 'single patient', 'single', 'simultaneous perturbation', 'simultaneous', 'simulated real', 'significantly increased', 'relatively', 'significantly', 'signals recorded', 'signals', 'sensitive outliers', 'sensitive', 'rrb signals', 'rrb method', 'rrb main', 'resulting nonsmooth', 'resulting', 'resolution ecg', 'resolution', 'spsa rrb', 'stochastic', 'stochastic approximation', 'study', 'wave alternants', 'wave', 'vol 37', 'vol', 'viability method', 'viability', 'version simultaneous', 'version', 'ventricular activation', 'ventricular', 'vector quantization', 'vector', 'usual distortion', 'usual', 'using min', 'using average', 'used correlation', 'used', 'use spsa', 'use new', 'trans automat', 'trans', 'time considered', 'time', 'study drug', 'relatively long', 'recorded single', 'measures', 'monitoring', 'outliers', 'optimization problem', 'optimization', 'novelty approach', 'novelty', 'nonsmooth optimization', 'nonsmooth', 'new distortion', 'new class', 'morphology changes', 'morphology', 'monitoring compression', 'modification classical', 'recorded', 'modification', 'mind high', 'mind', 'min max', 'min', 'method spall', 'method given', 'method ecg', 'method demonstrated', 'method cluster', 'widely', 'measures using', 'outliers usual', 'particular', 'particular application', 'patient', 'randomization procedure', 'randomization', 'quantization novelty', 'quantization', 'quantify distance', 'quantify', 'qrs arrythmias', 'qrs', 'propose apply', 'propose', 'procedure viability', 'procedure', 'problem solved', 'problem', 'price practical', 'price', 'practical advantage', 'practical', 'potential analysis', 'potential', 'perturbation stochastic', 'perturbation', 'period time', 'period', 'patient relatively', '1992']",0.01652892561983471,0.8,0.03238866396761134,5,242,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.31278922086645694,0.03903258170934939
"['filter spawning', 'partial actuator failures', 'truth model', 'linearized models', 'partial failures', 'conditional probability']","['failure', 'partial', 'filters', 'model', 'actuator', 'spawning', 'models', 'hypothesis', 'estimation', 'filter', 'effectiveness', 'failures', 'failure hypothesis', 'filter spawning', 'spawned', 'rrb', 'complete', 'partial failure', 'partial actuator', 'multiple', 'hypotheses', 'failure hypotheses', 'filters partial', 'mmae', 'design', 'lrb', 'spawned filters', 'estimate', 'model adaptive', 'multiple model', 'based', 'actuator failures', 'adaptive', 'adaptive estimation', 'truth', 'additional', 'additional filters', 'actuator failure', 'used', 'spawning used', 'truth model', 'estimates', 'estimate partial', 'estimate failure', 'effectiveness estimation', 'effectiveness using', 'effectiveness rrb', 'dynamics design', 'dynamics', 'estimates based', 'estimation compared', 'adaptation', 'detect estimate', 'actuator models', 'estimation filter', 'estimation lrb', 'failure adaptation', 'failure effectiveness', 'failure free', 'actuaton failure', 'actuaton', '16 truth', 'failures incorporated', 'failures lrb', '16', '13 state', 'adaptation viable', 'design model', 'detect', 'design models', 'based varying', 'blended', 'blended estimate', 'bank spawned', 'calspan', 'calspan general', 'chosen', 'chosen 13', 'compared', 'compared possible', 'complete actuaton', 'complete actuator', 'bank', 'assuming failure', 'assuming', 'conditional', 'conditional probability', 'failures vista', 'associated complete', 'correctness', 'correctness current', 'current', 'associated', 'current time', 'degree', 'degree freedom', 'degrees', 'degrees partial', 'based failure', 'yields substantial', 'general', 'filters based', 'stream', 'state', 'spawning multiple', 'spawning additional', 'simulation provided', 'simulation', 'rrb filter', 'rrb associated', 'provided calspan', 'provided', 'probability correctness', 'probability', 'precision effectiveness', 'precision', 'possible spawning', 'possible', 'state linearized', 'stream filter', 'order actuator', 'substantial', 'vista 16', 'vista', 'viable methodology', 'viable', 'varying degrees', 'varying', 'using filters', 'using', 'used include', 'used detect', 'time blended', 'time', 'terms effectiveness', 'terms', 'substantial precision', 'partial failures', 'order', 'filters estimates', 'including', 'include', 'hypothesis spawned', 'hypothesis highest', 'hypothesis complete', 'hypotheses yields', 'hypotheses mmae', 'highest conditional', 'highest', 'general dynamics', 'yields', 'freedom simulation', 'freedom', 'free stream', 'free', 'filters making', 'include additional', 'including order', 'models including', 'incorporated', 'models chosen', 'models actuator', 'model design', 'model degree', 'model assuming', 'mmae rrb', 'mmae bank', 'methodology', 'making partial', 'making', 'lrb terms', 'lrb mmae', 'linearized models', 'linearized', 'incorporated truth', '13']",0.028409090909090908,0.8333333333333334,0.05494505494505494,6,176,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.328191898525264,0.039889106174244654
"['hybrid systems', 'oxichlorination reactor', 'linguistic model', 'complex relations', 'process variables', 'process events', 'process operation', 'control actions', 'membership functions', 'vinyl monomer plant']","['process', 'control', 'supervisory control', 'detection', 'fuzzy', 'events', 'supervisory', 'reactor', 'oxichlorination', 'scheme', 'control scheme', 'based hybrid', 'oxichlorination reactor', 'based', 'events detection', 'systems', 'fuzzy events', 'hybrid', 'hybrid systems', 'event', 'detector linguistic', 'event detector', 'experts knowledge', 'events incorporating', 'experts', 'detection fuzzy', 'functions', 'functions used', 'fuzzy event', 'implemented', 'implemented oxichlorination', 'detector', 'vinyl monomer', 'detection application', 'characterize', 'actions depend', 'allows', 'allows anticipation', 'anticipation', 'anticipation appropriate', 'application', 'application oxichlorination', 'appropriate', 'appropriate control', 'characterize process', 'detection allows', 'complex', 'complex relations', 'control actions', 'control design', 'depend', 'depend selected', 'design', 'incorporating experts', 'design based', 'incorporating', 'linguistic', 'kind', 'kind detection', 'reactor vinyl', 'relations', 'relations process', 'scheme based', 'scheme successfully', 'scrutiny', 'scrutiny proposed', 'selected', 'selected membership', 'successfully', 'successfully implemented', 'synthesizes', 'synthesizes complex', 'systems fuzzy', 'systems theory', 'theory', 'theory fuzzy', 'used', 'used characterize', 'variables', 'variables process', 'reactor paper', 'proposed supervisory', 'proposed', 'monomer plant', 'knowledge', 'knowledge process', 'vinyl', 'linguistic model', 'membership', 'membership functions', 'model', 'model synthesizes', 'monomer', 'operation', 'process variables', 'operation kind', 'paper', 'paper presents', 'plant', 'presents', 'presents supervisory', 'process events', 'process operation', 'process scrutiny', 'actions']",0.08571428571428572,0.9,0.1565217391304348,10,105,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.1,0.08,0.4155272189149907,0.0904865938430983
"['online activities', 'legal jurisdiction', 'lawsuits']","['internet', 'activities', 'laws', 'blocking', 'treaties', 'countries', 'protecting', 'certain', 'mentioned', 'governments', 'borders', 'sites', 'defend', 'interests', 'activity', 'instead', 'internet activity', 'entire', 'enforcing commercial', 'enforcing', 'efforts draw', 'efforts', 'draw internet', 'internet treaties', 'draw', 'domains access', 'domains', 'domain protecting', 'domain', 'internet worked', 'discussed blocking', 'discussed', 'entire high', 'extend', 'interests methods', 'instances mentioned', 'instances', 'instead originates', 'individuals smaller', 'individuals', 'included assertions', 'included', 'home violate', 'home', 'high level', 'high', 'defend overseas', 'governments working', 'governments regard', 'interests activities', 'extend control', 'world problems', 'control online', 'defend normal', 'activity treaties', 'based material', 'based', 'assertions legal', 'assertions', 'article whilst', 'article', 'affect interests', 'affect', 'activity internet', 'countries world', 'activities occur', 'activities home', 'activities believe', 'accessible instead', 'accessible', 'access citizens', 'access', 'able defend', 'believe', 'believe affect', 'blocking certain', 'blocking sites', 'countries efforts', 'involve governments', 'control', 'consumer interests', 'consumer', 'companies able', 'companies', 'commercial laws', 'commercial', 'citizens instances', 'citizens', 'certain sites', 'certain countries', 'business activities', 'business', 'borders usually', 'borders real', 'involve', 'jurisdictions', 'jurisdiction', 'outside borders', 'service providers', 'service', 'rsb national', 'rsb', 'resources defend', 'resources', 'regard domain', 'regard', 'real laws', 'real', 'public order', 'public', 'providers entire', 'providers', 'protecting public', 'protecting consumer', 'problems libel', 'problems', 'overseas lawsuits', 'sites certain', 'sites service', 'smaller', 'violate laws', 'working tame', 'working', 'worked steadily', 'worked', 'whilst larger', 'whilst', 'virtual borders', 'virtual', 'violate', 'smaller organizations', 'usually involve', 'usually', 'treaties rsb', 'treaties mentioned', 'tame activity', 'tame', 'steadily extend', 'steadily', 'overseas', 'outside', 'jurisdiction based', 'originates blocking', 'local jurisdictions', 'local', 'libel discussed', 'libel', 'level domains', 'level', 'legal jurisdiction', 'legal', 'lawsuits individuals', 'lawsuits', 'laws occasionally', 'laws lsb', 'laws local', 'larger companies', 'larger', 'lack resources', 'lack', 'jurisdictions countries', 'world', 'lsb', 'lsb internet', 'material', 'occur', 'originates', 'organizations lack', 'organizations', 'order enforcing', 'order', 'online activities', 'online', 'occur outside', 'occasionally protecting', 'material accessible', 'occasionally', 'normal business', 'normal', 'national governments', 'national', 'methods included', 'methods', 'mentioned article', 'able']",0.016216216216216217,1.0,0.031914893617021274,3,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2234557461118045,0.016216216216216217
